"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000878296605410675","0.000734403892355818","0.000575271854100482","0.000491427131417883","0.00155209457207621","0.0016337333506629","0.00137948182569185","0.000925462733341636","0.000937353199073775","0.00116676045620415","0.000819358991065385","0.00100243912517378","0.000848486758287866","0.000717946084644347","0.000703181870217004","0.000712137437362349","0.000657229262514586","0.000699970185109785","0.000685497461216565","0.000653399781738063","0.000940949465840093","0.000918692037728531","0.000949223427263557","0.000967668246167683","0.00236128359145529","0.0019480556684067","0.00197258928180296","0.00225777018546425","0.00326523584020706","0.00242329615230315","0.00336389674189093","0.00286026087880105","","","",
"Africa Eastern and Southern","AFE","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","5.56450125159293","4.47868092206821","4.25269916181907","5.93898115748638","6.75073799604158","5.54056937392017","6.01202395558792","6.49585717341477","5.73844726711513","7.8218259697748","12.1557046637837","9.77419532761728","9.86104120799421","8.47138445353536","6.3181751617832","8.62403712224451","7.464451101668","7.03279039657446","8.17016335800452","8.39897594980004","8.10994926511694","6.51163446862452","6.02725471212086","5.45989266850125","6.78378917371914","7.45733623274554","8.1860014545832","6.87597551066655","6.10790304818469","5.02411871007383","6.62824502512297","6.96230449142096","7.42646869322792","7.1007983513359","8.81118722317941","9.8557490427649","11.1098007643902","13.0776882294685","19.4703458476414","10.4820775385685","12.4396292253645","14.3799352770763","11.602480408762","11.0075343382059","9.46580428513695","6.38006714826829","6.8494761581316","7.70890418250881","7.37652066484458","6.15092006189245","",
"Afghanistan","AFG","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","0.302881584930502","0.373956335446073","0.435262391344023","0.871483242094685","1.15271946597785","1.64052635449597","1.89231078823473","1.79891230111256","1.63285168554427","2.25035893709581","2.58387601344999","2.07505916536942","","","","","","","","","","","","","","","","","","","","","1.02357022157732","0.710009344197614","0.440030580283539","0.381719799714812","0.50226548978958","0.449365385586923","0.61129544713737","0.418062902143286","0.609980533237616","0.879277901469813","0.702276007055204","0.545882309970938","0.544477423767102","0.495307092990868","0.677458943912128","0.696790427167799","0.915366188790762","0.77395727295575","",
"Africa Western and Central","AFW","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","2.99456957678876","3.35586627450542","3.1404016763581","5.19109212733187","23.0749040083758","17.8064543096549","16.2120885825358","19.726707938905","16.7056112400676","33.7395630946214","19.5460350937156","4.59173593978352","3.55617377275599","5.972536540697","10.1632760183022","10.273726841432","6.39421743158924","9.49565061026643","8.43437364986093","15.3423021892934","17.3597179975202","11.8055122030083","13.4326402723842","15.1886846823771","14.9150314938247","15.2149759460234","16.5084009083532","14.4948396797614","8.92452699973669","10.3288550385784","18.2131324570415","12.6014957629774","10.4926497493999","11.5192966169905","14.4494034142026","17.8869782915359","17.92052369606","16.8188686923718","19.2083543597816","12.0340970285768","15.0586606574353","19.4442608824706","17.5168655310941","13.6567794703309","11.7170580516249","6.46621610515761","6.40850305079528","9.51619486861061","11.1422422730722","8.947269343676","",
"Angola","AGO","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","","","","","","","","","","","20.5778737250158","10.7223400554145","5.19167307869559","10.8877387083637","16.8371010154107","15.1811313760683","7.48209918671247","17.3208754054355","15.7873974569803","23.2499744768159","28.9586191399108","17.3313827614043","28.0396587706044","33.785017002469","39.4291358656032","42.4085425313461","46.0078961116458","39.332063599315","18.5299465736264","40.0453941862173","55.4500727870234","38.4344266558981","27.693386840627","24.0487652730738","40.1937000895514","45.827184638968","43.4900453272377","46.2790119276714","55.85217033437","30.7324986773529","40.1424639055475","41.153694331148","36.228516353538","30.8160252136885","23.6710371529711","10.8015557777252","10.8571141919915","16.452411411449","27.4282203466729","26.1942673738873","",
"Albania","ALB","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","16.1935748582654","16.5076513707946","7.69903879480847","10.7018171522713","11.0921097066468","13.5680858424462","11.0420086030244","10.4894742756368","11.4689392687357","3.0147314049536","1.62517595713078","1.29653642152241","1.25275915019698","1.3569740497722","0.321535421851334","0.53157711108979","1.09796102011767","0.755950477951608","0.760798239531304","0.733194369383988","0.770849476407675","1.0183823734434","1.32183144186644","1.76108609247365","1.10999894994736","0.605979694463314","1.57450582973465","3.1788954930999","3.37727696060868","2.94740634709663","3.07578173881471","1.62162043575595","1.33338687223127","1.35755573540476","1.81806469880433","1.59173188825137","",
"Andorra","AND","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Arab World","ARB","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","13.1252478490732","14.7130739622996","16.9770977882846","22.009200036212","49.1893582770017","39.7467293675383","39.6673924766998","38.4238493018345","34.3347464411273","58.1602000247992","51.9354462019948","38.6118305162483","24.9916961104723","24.7356813919483","24.2386858508882","21.4653006213244","14.1065619532703","18.3445968485441","17.194783471","24.2372956036055","24.6975907728332","20.7957954673241","21.4841718244066","20.872838428049","18.7594893700636","19.3317634707416","22.1283829253099","19.2072935207479","12.7490314063202","16.5403431451033","26.1483594833779","21.3319710277855","20.6964161344696","23.584666166731","29.1696879552714","36.3856988958319","36.6598426174497","33.4927600360494","38.2492543161168","24.9109698536101","29.2700152335843","36.306177101911","35.2989437222008","32.2039976824214","28.5140396649669","16.9189419399993","13.9648135034708","17.9283685994356","22.720985625269","20.1806841212462","",
"United Arab Emirates","ARE","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","","","","","","41.7023595877573","40.7911529195583","35.1391919048199","34.368609386891","60.4542171554229","46.9113405817853","31.5509708802236","22.4465526041514","23.2531864566099","23.3786244382836","24.3058674898441","16.5257589544147","24.2008653634467","20.4654061881881","29.6526434879707","36.7186998338588","24.914757831544","23.4775612709765","20.7529606701577","17.9908865797988","18.0019631788805","20.553640134008","17.8008356771445","11.8478739824378","14.6847870823502","21.900764471496","17.2026908246349","15.4932569769592","17.8745431751123","20.8707281646652","25.8824583400888","26.1659372016894","23.9858608005868","28.4133985728907","19.2356809317946","22.6512430085484","30.0976913018405","29.8836269680409","27.1299950620514","24.2440464552635","14.0505831095879","11.3457144897495","13.6059929101688","17.3247703336333","16.7566204895977","",
"Argentina","ARG","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","0.397127549851484","0.529178081789902","0.593006910405269","0.637868248070516","1.90118166183962","2.44122603774328","2.71177869302025","2.30250262678289","2.53469277613077","5.49565146880468","6.3901481869207","5.29606659543482","3.16753280529742","3.3877829516407","4.14942095029604","3.44972104003099","1.30761232609089","1.88154706796388","1.54427134625922","3.6423574505672","2.58726669433904","1.18656409451461","1.16531096749293","1.16691803673592","1.04833756238357","1.26936336999502","1.63052756408242","1.44496906135871","0.824825665340543","1.36509903774663","2.28997359107989","1.93476101225087","5.82983445195864","5.13347387294248","4.95878052744052","5.76067210584928","6.13595879733276","4.9958129221275","5.03882737060656","3.06935720640562","3.32939489437655","3.70819085096924","3.40459291039881","3.00004741558931","2.73355767818964","1.08122635845898","0.936007816366956","1.12636002087379","2.12951508687493","2.07118408606953","",
